amount,payment_method,failure_code,attempt_number,prev_successful_payments,prev_failed_payments,customer_ltv,customer_tenure_months,subscription_age_days,days_since_prev_payment,hour_of_day,day_of_week,customer_segment,risk_score,target_recovered
2983.37,credit_card,TRANSIENT_FAILURE,1,15,0,25711.92,31,56,11,5,5,VIP,0.0,1
5678.77,debit_card,INSUFFICIENT_FUNDS,3,10,2,23766.21,48,137,13,12,4,STANDARD,0.7618,0
2347.67,credit_card,INSUFFICIENT_FUNDS,2,10,1,13650.43,17,339,9,21,1,ENTERPRISE,0.6155,0
216.87,credit_card,INSUFFICIENT_FUNDS,1,13,2,17803.6,48,55,41,4,1,VIP,0.3899,0
1048.13,debit_card,INSUFFICIENT_FUNDS,2,17,0,22371.96,2,215,37,0,5,STANDARD,0.7495,1
24975.35,net_banking,INSUFFICIENT_FUNDS,3,7,4,33231.23,20,45,40,22,6,STANDARD,0.8229,1
2019.21,upi,INSUFFICIENT_FUNDS,2,11,2,20148.85,7,281,17,2,1,ENTERPRISE,0.4392,0
3588.71,credit_card,EXPIRED_CARD,2,5,5,7352.76,55,178,22,18,2,VIP,0.3661,1
8436.06,debit_card,TRANSIENT_FAILURE,2,16,0,31036.4,43,361,20,1,4,STANDARD,0.1956,1
272.58,upi,INSUFFICIENT_FUNDS,1,11,0,9275.43,42,29,2,8,3,STANDARD,0.5684,0
3971.79,credit_card,EXPIRED_CARD,1,10,3,15561.73,16,241,26,14,5,VIP,0.1846,1
1390.72,credit_card,INSUFFICIENT_FUNDS,1,8,2,5986.19,46,36,3,17,0,VIP,0.5155,0
1346.11,upi,TRANSIENT_FAILURE,3,10,2,18510.41,57,101,31,18,4,STANDARD,0.4479,0
1091.45,credit_card,TRANSIENT_FAILURE,2,12,4,7294.24,22,37,9,18,0,STANDARD,0.1836,1
6255.27,debit_card,INSUFFICIENT_FUNDS,4,13,2,13436.11,42,134,7,19,1,STANDARD,0.9069,1
1833.54,credit_card,EXPIRED_CARD,1,15,1,31511.37,27,15,6,12,0,STANDARD,0.2685,1
443.16,credit_card,EXPIRED_CARD,2,7,1,14168.14,55,112,16,14,4,STANDARD,0.4564,1
556.54,debit_card,INSUFFICIENT_FUNDS,1,9,2,17829.62,51,280,19,4,5,STANDARD,0.6274,0
763.12,debit_card,EXPIRED_CARD,1,13,3,18650.51,30,199,12,14,3,STANDARD,0.4661,1
8221.71,upi,TRANSIENT_FAILURE,1,9,1,18072.71,2,335,6,12,5,ENTERPRISE,0.204,0
2151.75,upi,INSUFFICIENT_FUNDS,1,11,1,23975.49,13,132,20,17,4,STANDARD,0.595,0
8871.34,credit_card,EXPIRED_CARD,1,9,2,20808.69,26,131,27,19,0,STANDARD,0.4143,1
6153.12,credit_card,INVALID_REQUEST,2,8,3,19046.33,24,43,26,14,3,VIP,0.8678,0
6568.02,net_banking,EXPIRED_CARD,1,12,1,14120.47,51,72,31,6,0,STANDARD,0.2769,1
1383.13,debit_card,EXPIRED_CARD,1,12,0,12345.58,41,89,9,8,2,STANDARD,0.3846,1
1307.8,net_banking,EXPIRED_CARD,2,10,0,7348.47,36,314,12,18,6,ENTERPRISE,0.2031,1
3073.98,credit_card,TRANSIENT_FAILURE,1,15,0,28508.83,24,138,20,9,1,VIP,0.0075,1
2094.05,credit_card,TRANSIENT_FAILURE,1,11,1,15430.62,46,203,10,0,1,VIP,0.0062,1
2690.02,upi,EXPIRED_CARD,3,15,0,23906.78,26,183,23,20,5,STANDARD,0.7808,0
391.35,credit_card,INVALID_REQUEST,1,14,1,11353.73,46,155,33,22,2,ENTERPRISE,0.363,1
12663.57,debit_card,EXPIRED_CARD,2,12,3,18747.74,49,169,24,15,1,STANDARD,0.4952,1
409.75,credit_card,TRANSIENT_FAILURE,2,9,1,11703.96,29,64,38,20,3,STANDARD,0.2588,0
889.59,credit_card,FRAUD_SUSPECTED,3,12,1,23104.41,20,291,21,1,1,VIP,0.9396,0
4168.39,credit_card,INSUFFICIENT_FUNDS,2,14,2,18440.26,23,45,44,1,0,STANDARD,0.7508,0
791.54,credit_card,INSUFFICIENT_FUNDS,1,13,0,26319.48,3,150,24,17,1,ENTERPRISE,0.4972,1
595.58,credit_card,INVALID_REQUEST,2,14,3,16768.38,3,268,43,23,2,ENTERPRISE,0.7621,0
783.76,credit_card,EXPIRED_CARD,1,18,1,26551.19,39,137,22,22,4,VIP,0.204,1
423.72,debit_card,INSUFFICIENT_FUNDS,2,10,5,17819.41,2,71,8,1,3,STANDARD,0.6914,0
1213.05,credit_card,INSUFFICIENT_FUNDS,1,14,1,18940.46,59,357,24,6,1,VIP,0.3303,0
1306.86,credit_card,INSUFFICIENT_FUNDS,1,13,0,24745.1,46,285,41,11,2,STANDARD,0.6462,0
2616.38,credit_card,INSUFFICIENT_FUNDS,2,9,2,10360.23,18,67,13,16,0,STANDARD,0.838,0
2221.39,credit_card,INSUFFICIENT_FUNDS,1,10,0,18385.23,12,131,15,18,1,STANDARD,0.7526,0
2446.68,credit_card,INSUFFICIENT_FUNDS,2,7,1,15174.96,4,102,27,22,0,STANDARD,0.8338,0
3550.25,credit_card,INSUFFICIENT_FUNDS,1,9,0,9593.1,52,342,16,5,5,VIP,0.3517,0
1119.15,upi,EXPIRED_CARD,4,9,1,6367.57,26,13,20,23,6,STANDARD,0.6851,0
706.39,net_banking,TRANSIENT_FAILURE,1,12,4,11502.49,21,293,9,20,0,STANDARD,0.258,1
7588.36,debit_card,INVALID_REQUEST,2,13,0,14692.93,20,135,22,17,0,STANDARD,0.9159,0
3717.37,upi,TRANSIENT_FAILURE,1,13,1,24540.76,10,66,40,14,2,STANDARD,0.1038,1
419.03,credit_card,TRANSIENT_FAILURE,2,14,2,20836.09,18,55,44,22,0,STANDARD,0.2756,1
11559.32,debit_card,EXPIRED_CARD,4,13,2,26634.05,45,81,14,11,1,VIP,0.6416,0
4333.96,credit_card,INSUFFICIENT_FUNDS,2,7,0,17082.61,37,213,2,19,1,STANDARD,1.0,0
775.84,net_banking,INSUFFICIENT_FUNDS,2,7,0,13300.39,42,120,20,18,2,STANDARD,0.7888,1
12373.4,credit_card,INSUFFICIENT_FUNDS,1,5,2,14919.01,11,68,28,20,1,STANDARD,0.5503,1
1791.7,debit_card,TRANSIENT_FAILURE,4,9,2,17261.42,56,89,36,12,4,STANDARD,0.6554,1
14786.48,credit_card,INSUFFICIENT_FUNDS,2,17,2,28090.54,28,190,38,14,0,STANDARD,0.8585,0
581.52,credit_card,INVALID_REQUEST,1,10,1,18554.34,47,46,12,23,4,STANDARD,0.938,0
810.11,upi,TRANSIENT_FAILURE,1,11,1,6745.12,28,25,35,5,1,STANDARD,0.1381,0
3949.37,credit_card,INSUFFICIENT_FUNDS,1,9,1,14449.92,1,184,26,0,4,STANDARD,0.8243,1
278.37,credit_card,INSUFFICIENT_FUNDS,2,23,3,34576.56,16,25,33,21,1,STANDARD,0.7658,0
266.03,net_banking,TRANSIENT_FAILURE,1,20,2,15057.02,51,230,22,6,0,STANDARD,0.1447,1
5695.47,credit_card,INSUFFICIENT_FUNDS,2,7,3,9589.75,23,136,10,16,6,ENTERPRISE,0.5003,0
842.81,upi,INSUFFICIENT_FUNDS,3,4,1,8505.17,2,354,25,22,6,STANDARD,1.0,0
8987.51,net_banking,INSUFFICIENT_FUNDS,1,14,1,24750.61,46,59,42,3,0,VIP,0.3635,0
2142.31,upi,TRANSIENT_FAILURE,1,10,1,7997.64,14,276,30,8,0,STANDARD,0.1461,1
7440.51,credit_card,INSUFFICIENT_FUNDS,2,9,3,12278.22,32,235,25,1,0,VIP,0.5145,1
2093.08,credit_card,INSUFFICIENT_FUNDS,1,9,3,11062.82,6,20,2,15,2,ENTERPRISE,0.3533,1
2844.29,credit_card,EXPIRED_CARD,1,10,2,16437.16,30,337,27,7,2,STANDARD,0.3899,1
1531.92,debit_card,TRANSIENT_FAILURE,1,15,3,20386.97,30,209,43,8,4,STANDARD,0.1895,1
3956.09,credit_card,INSUFFICIENT_FUNDS,2,10,1,23105.61,49,262,11,10,4,STANDARD,0.673,1
1540.57,credit_card,INSUFFICIENT_FUNDS,1,14,1,26254.54,12,98,20,18,3,STANDARD,0.7373,0
1083.87,debit_card,INSUFFICIENT_FUNDS,2,11,0,15683.8,1,168,40,8,4,STANDARD,0.7531,0
495.82,debit_card,INSUFFICIENT_FUNDS,2,8,0,14487.07,47,283,40,9,5,STANDARD,0.9303,0
407.9,debit_card,TRANSIENT_FAILURE,1,11,4,6103.95,23,328,13,3,3,VIP,0.118,1
1478.36,debit_card,TRANSIENT_FAILURE,3,9,1,17655.86,55,227,29,7,3,STANDARD,0.3773,1
4867.6,debit_card,EXPIRED_CARD,1,17,4,22254.39,59,95,4,4,0,VIP,0.154,1
1005.68,credit_card,INSUFFICIENT_FUNDS,2,8,1,14577.09,17,30,7,22,5,STANDARD,0.8638,0
1444.5,net_banking,INSUFFICIENT_FUNDS,3,10,2,8871.57,21,288,44,21,1,STANDARD,0.8568,1
8444.9,upi,TRANSIENT_FAILURE,2,11,1,28697.54,42,59,25,3,3,STANDARD,0.2854,1
3767.6,credit_card,TRANSIENT_FAILURE,1,14,1,26807.49,4,361,39,20,4,ENTERPRISE,0.0326,1
9027.93,credit_card,INSUFFICIENT_FUNDS,1,12,0,15135.14,18,345,25,3,4,ENTERPRISE,0.2889,0
8675.82,upi,INSUFFICIENT_FUNDS,1,11,0,22339.53,12,244,42,5,3,STANDARD,0.5336,0
429.29,upi,FRAUD_SUSPECTED,1,10,1,9941.9,44,213,4,22,6,STANDARD,1.0,0
11054.55,credit_card,TRANSIENT_FAILURE,2,10,2,28391.72,51,113,19,7,2,STANDARD,0.1636,0
383.87,debit_card,TRANSIENT_FAILURE,1,13,1,18635.36,59,40,28,20,0,STANDARD,0.165,1
9294.94,debit_card,INSUFFICIENT_FUNDS,1,17,3,42209.65,46,229,31,19,1,STANDARD,0.5425,1
2969.46,credit_card,INSUFFICIENT_FUNDS,1,13,1,19088.95,19,352,9,1,2,VIP,0.4683,0
2866.41,upi,TRANSIENT_FAILURE,1,10,3,19834.8,28,84,22,21,1,STANDARD,0.1469,0
4572.18,credit_card,TRANSIENT_FAILURE,1,9,1,13703.6,21,166,35,4,4,STANDARD,0.0897,1
7597.99,net_banking,INSUFFICIENT_FUNDS,1,14,0,28162.12,2,6,29,2,0,STANDARD,0.6422,1
3559.06,credit_card,EXPIRED_CARD,2,9,0,16800.7,37,49,16,11,5,STANDARD,0.49,0
2139.28,net_banking,FRAUD_SUSPECTED,1,10,0,7543.59,39,152,24,3,5,VIP,0.9499,0
615.31,credit_card,INSUFFICIENT_FUNDS,3,8,2,9432.45,56,272,20,12,2,VIP,0.8291,0
5649.11,credit_card,INSUFFICIENT_FUNDS,2,11,3,22125.28,51,300,37,23,3,STANDARD,0.6125,0
680.56,debit_card,TRANSIENT_FAILURE,4,11,1,10863.46,37,181,32,3,1,STANDARD,0.3824,0
4735.87,debit_card,EXPIRED_CARD,1,13,0,18646.31,15,144,34,12,6,STANDARD,0.1784,1
2827.16,credit_card,TRANSIENT_FAILURE,3,12,0,9402.2,53,345,8,7,0,STANDARD,0.3475,1
1906.23,upi,EXPIRED_CARD,1,11,0,10248.79,11,135,5,1,0,STANDARD,0.3643,1
3522.53,upi,EXPIRED_CARD,1,10,1,22350.6,35,13,26,22,5,STANDARD,0.2741,1
5379.9,credit_card,TRANSIENT_FAILURE,1,11,2,19534.23,46,302,17,3,4,STANDARD,0.1062,1
10114.05,debit_card,INSUFFICIENT_FUNDS,2,12,1,17963.15,52,161,40,17,0,STANDARD,0.8226,1
1276.15,upi,EXPIRED_CARD,1,17,2,10480.35,8,203,10,10,5,STANDARD,0.0696,1
10489.73,upi,INSUFFICIENT_FUNDS,3,13,0,21498.45,10,227,5,3,4,STANDARD,0.9551,1
11550.02,upi,INSUFFICIENT_FUNDS,4,18,1,31506.64,9,340,35,21,5,STANDARD,0.8673,0
6080.08,credit_card,TRANSIENT_FAILURE,1,8,2,12093.88,18,284,9,9,2,STANDARD,0.2345,0
7663.09,upi,INSUFFICIENT_FUNDS,1,9,1,13725.76,51,96,18,7,3,STANDARD,0.6784,0
4326.66,debit_card,INSUFFICIENT_FUNDS,1,13,0,24182.83,53,5,38,18,0,STANDARD,0.853,0
339.59,debit_card,TRANSIENT_FAILURE,3,10,3,8932.19,45,67,35,22,3,STANDARD,0.4999,1
3195.48,net_banking,INVALID_REQUEST,4,13,2,13089.02,1,7,19,5,2,STANDARD,1.0,1
5013.11,debit_card,INSUFFICIENT_FUNDS,1,8,3,19994.02,20,75,36,4,4,STANDARD,0.4573,1
10147.72,upi,INSUFFICIENT_FUNDS,1,15,1,26866.98,45,345,32,21,2,ENTERPRISE,0.2024,1
3157.58,upi,TRANSIENT_FAILURE,1,12,2,19330.27,55,116,31,5,4,STANDARD,0.1186,1
5732.99,credit_card,TRANSIENT_FAILURE,1,18,0,26822.54,2,256,19,19,5,STANDARD,0.1653,1
4473.19,credit_card,INVALID_REQUEST,2,16,2,17657.33,42,209,43,10,6,STANDARD,0.9544,0
1353.67,debit_card,INSUFFICIENT_FUNDS,1,18,1,24704.44,49,75,7,18,2,STANDARD,0.3615,1
788.34,debit_card,TRANSIENT_FAILURE,1,14,2,10695.59,15,193,1,17,4,VIP,0.0609,1
5064.73,net_banking,INSUFFICIENT_FUNDS,1,12,1,27355.23,29,54,35,13,0,STANDARD,0.7304,0
1131.95,debit_card,TRANSIENT_FAILURE,1,10,2,11116.08,32,250,19,16,5,ENTERPRISE,0.1094,1
1182.2,net_banking,EXPIRED_CARD,2,20,2,24129.36,32,158,43,12,1,VIP,0.2288,1
3814.36,credit_card,INSUFFICIENT_FUNDS,1,12,0,18940.58,30,347,28,18,5,VIP,0.4256,0
5646.78,upi,TRANSIENT_FAILURE,1,7,4,15611.61,39,364,8,14,6,STANDARD,0.243,1
3255.74,debit_card,TRANSIENT_FAILURE,1,11,2,21615.24,20,106,6,11,4,STANDARD,0.228,1
7769.37,credit_card,TRANSIENT_FAILURE,1,12,3,25962.41,36,87,42,10,3,ENTERPRISE,0.1318,1
1031.43,credit_card,TRANSIENT_FAILURE,3,12,2,18477.68,49,162,40,5,1,STANDARD,0.4189,1
1218.17,net_banking,FRAUD_SUSPECTED,1,9,1,6232.46,13,272,31,18,0,STANDARD,0.9937,0
3746.3,net_banking,INVALID_REQUEST,2,10,0,10877.8,39,220,24,4,6,STANDARD,0.9299,0
6388.87,credit_card,EXPIRED_CARD,1,11,1,18549.39,4,172,10,22,6,STANDARD,0.4375,1
2912.92,credit_card,INSUFFICIENT_FUNDS,1,11,1,8771.08,51,95,6,22,6,STANDARD,0.2482,0
236.53,upi,TRANSIENT_FAILURE,2,11,0,21639.11,29,327,17,5,0,STANDARD,0.0848,1
4154.74,credit_card,INSUFFICIENT_FUNDS,1,10,2,15253.92,46,262,33,16,0,VIP,0.3311,1
6079.18,net_banking,EXPIRED_CARD,3,15,2,13901.71,21,246,1,18,0,STANDARD,0.3806,0
1333.0,credit_card,TRANSIENT_FAILURE,3,12,0,19692.4,32,186,3,16,4,STANDARD,0.2991,1
395.03,credit_card,TRANSIENT_FAILURE,2,13,3,19520.45,14,89,5,20,2,VIP,0.0447,1
2753.99,credit_card,TRANSIENT_FAILURE,1,10,0,22496.31,1,121,22,21,6,VIP,0.1148,1
350.74,upi,TRANSIENT_FAILURE,4,18,1,13962.05,19,181,20,10,5,STANDARD,0.3689,0
2082.59,net_banking,INSUFFICIENT_FUNDS,1,14,2,12380.89,22,234,22,10,2,VIP,0.4852,1
262.92,credit_card,TRANSIENT_FAILURE,2,14,1,16073.55,8,248,6,3,5,STANDARD,0.0243,1
1091.97,debit_card,INSUFFICIENT_FUNDS,1,11,1,21592.16,19,3,5,5,1,STANDARD,0.5498,0
1923.29,net_banking,TRANSIENT_FAILURE,1,11,1,16408.3,3,337,1,16,3,STANDARD,0.0223,1
614.58,upi,TRANSIENT_FAILURE,1,10,2,12137.17,23,166,21,20,5,STANDARD,0.1101,1
624.25,credit_card,INSUFFICIENT_FUNDS,2,11,2,8314.18,8,143,29,15,6,VIP,0.592,0
6341.87,upi,EXPIRED_CARD,1,8,1,16012.78,27,346,33,9,1,STANDARD,0.4578,0
348.07,credit_card,TRANSIENT_FAILURE,1,7,1,10831.71,21,25,39,7,5,STANDARD,0.1936,1
4287.49,debit_card,TRANSIENT_FAILURE,1,13,2,28421.0,15,184,21,18,0,ENTERPRISE,0.0512,1
6096.11,debit_card,TRANSIENT_FAILURE,1,13,2,20692.66,7,244,7,3,5,STANDARD,0.0817,1
690.32,upi,INSUFFICIENT_FUNDS,1,10,2,10440.61,9,280,22,21,1,STANDARD,0.772,0
960.81,credit_card,TRANSIENT_FAILURE,4,14,1,11855.11,17,217,26,12,0,STANDARD,0.4201,1
3790.33,debit_card,INSUFFICIENT_FUNDS,1,13,2,22889.17,29,92,23,18,3,STANDARD,0.6687,1
1527.48,debit_card,INSUFFICIENT_FUNDS,1,7,1,9155.65,33,275,3,18,6,VIP,0.4764,0
2464.75,credit_card,TRANSIENT_FAILURE,1,16,3,32774.92,3,136,39,14,0,STANDARD,0.1265,1
6527.67,credit_card,INVALID_REQUEST,1,10,1,17883.36,34,98,3,10,6,STANDARD,0.7285,1
719.68,credit_card,INSUFFICIENT_FUNDS,3,12,2,21764.85,54,186,44,14,5,STANDARD,0.8892,0
3583.35,net_banking,INSUFFICIENT_FUNDS,4,9,1,13403.57,1,243,18,1,5,VIP,1.0,0
10189.68,net_banking,INSUFFICIENT_FUNDS,1,7,0,15112.55,23,166,44,0,3,STANDARD,0.8867,0
407.14,credit_card,INSUFFICIENT_FUNDS,2,12,0,22773.53,3,201,40,13,4,STANDARD,0.8787,0
416.59,upi,INVALID_REQUEST,2,14,3,10529.2,31,30,28,19,4,STANDARD,0.8385,0
3031.86,upi,TRANSIENT_FAILURE,2,11,1,14780.44,15,336,2,3,0,STANDARD,0.075,1
11472.7,net_banking,INVALID_REQUEST,2,10,1,20859.64,47,47,25,23,2,STANDARD,0.7997,0
1071.74,credit_card,INSUFFICIENT_FUNDS,4,7,0,12882.97,37,27,2,14,4,STANDARD,1.0,0
1605.81,debit_card,INSUFFICIENT_FUNDS,1,11,3,9044.18,32,217,39,2,4,STANDARD,0.7776,0
563.51,credit_card,INSUFFICIENT_FUNDS,1,13,0,17077.51,37,201,19,5,5,STANDARD,0.4546,1
1774.32,debit_card,EXPIRED_CARD,1,19,0,37031.84,3,133,18,21,2,STANDARD,0.2103,0
358.71,upi,INVALID_REQUEST,2,12,1,13822.93,50,341,21,10,0,STANDARD,0.9252,0
1924.84,credit_card,INSUFFICIENT_FUNDS,1,17,3,34775.95,2,49,24,11,1,STANDARD,0.5469,0
3037.72,debit_card,INSUFFICIENT_FUNDS,2,12,1,23661.15,26,160,29,0,2,STANDARD,0.6015,0
13111.75,debit_card,INVALID_REQUEST,3,13,1,21433.0,57,53,35,0,4,STANDARD,0.9641,0
6170.59,credit_card,INSUFFICIENT_FUNDS,1,13,2,20580.69,31,272,8,21,0,STANDARD,0.7077,0
6242.19,credit_card,EXPIRED_CARD,2,8,0,12789.25,33,333,9,9,4,STANDARD,0.4943,0
1106.35,debit_card,INSUFFICIENT_FUNDS,1,14,2,25235.83,27,257,3,5,5,ENTERPRISE,0.2911,0
519.47,upi,EXPIRED_CARD,2,11,2,20926.97,14,212,1,6,3,STANDARD,0.2013,1
3434.03,debit_card,INSUFFICIENT_FUNDS,1,15,1,17689.42,35,71,30,7,6,ENTERPRISE,0.3795,1
2777.2,credit_card,TRANSIENT_FAILURE,1,10,5,12642.88,16,235,6,2,6,STANDARD,0.3138,1
2743.49,credit_card,TRANSIENT_FAILURE,1,15,1,11098.87,15,144,6,1,6,VIP,0.0137,1
603.97,upi,TRANSIENT_FAILURE,2,8,0,7448.88,56,316,19,4,5,STANDARD,0.337,1
2583.47,debit_card,TRANSIENT_FAILURE,2,12,3,12583.3,33,295,2,3,1,STANDARD,0.1188,1
770.28,credit_card,INSUFFICIENT_FUNDS,3,7,4,5714.8,21,204,9,4,6,STANDARD,0.9546,0
2119.33,debit_card,INSUFFICIENT_FUNDS,3,12,2,13389.16,26,234,15,9,4,STANDARD,0.9691,0
424.63,credit_card,EXPIRED_CARD,1,8,0,13891.32,24,13,36,1,3,VIP,0.2767,1
7004.56,net_banking,TRANSIENT_FAILURE,1,10,1,18063.71,13,28,6,18,1,STANDARD,0.1822,1
246.44,credit_card,INSUFFICIENT_FUNDS,4,10,2,11859.58,46,218,35,7,3,ENTERPRISE,0.818,1
10007.68,credit_card,INSUFFICIENT_FUNDS,1,14,0,21960.15,13,94,7,15,3,STANDARD,0.5347,0
7154.45,debit_card,INSUFFICIENT_FUNDS,1,12,0,29188.29,16,160,13,6,1,STANDARD,0.6077,1
5088.74,upi,TRANSIENT_FAILURE,3,15,1,19908.63,22,219,1,23,1,STANDARD,0.4054,1
14369.57,credit_card,INSUFFICIENT_FUNDS,2,11,5,23245.74,3,29,9,1,5,STANDARD,0.6949,1
393.63,credit_card,TRANSIENT_FAILURE,2,10,2,7044.08,58,84,30,18,5,STANDARD,0.1764,1
3791.34,credit_card,TRANSIENT_FAILURE,2,15,0,28832.39,37,175,18,10,5,STANDARD,0.2232,0
6823.67,upi,INSUFFICIENT_FUNDS,1,15,2,17526.43,33,296,28,7,5,ENTERPRISE,0.3629,1
673.83,credit_card,INSUFFICIENT_FUNDS,1,7,2,7234.26,16,178,14,9,3,STANDARD,0.592,1
3276.27,credit_card,INSUFFICIENT_FUNDS,3,9,1,18719.97,27,10,44,10,4,STANDARD,0.8696,0
1952.61,credit_card,TRANSIENT_FAILURE,2,13,2,12875.3,21,257,3,8,6,ENTERPRISE,0.0326,1
2203.38,net_banking,TRANSIENT_FAILURE,2,7,0,6976.53,56,45,12,1,3,STANDARD,0.1617,1
8727.37,debit_card,TRANSIENT_FAILURE,1,8,1,19994.44,16,53,24,12,3,STANDARD,0.2403,0
2907.61,debit_card,TRANSIENT_FAILURE,1,12,0,17447.56,2,110,23,22,1,STANDARD,0.1684,1
542.66,upi,EXPIRED_CARD,1,11,2,17349.37,41,17,32,20,6,VIP,0.1277,1
9888.2,debit_card,TRANSIENT_FAILURE,3,8,2,22487.1,21,171,41,15,2,STANDARD,0.2593,0
916.89,debit_card,EXPIRED_CARD,1,11,1,16958.72,16,361,12,3,6,ENTERPRISE,0.1496,1
8010.38,upi,INSUFFICIENT_FUNDS,3,13,2,16992.05,36,172,3,2,6,STANDARD,0.7797,0
12582.05,credit_card,INVALID_REQUEST,2,15,0,32086.59,48,40,18,2,0,STANDARD,0.8668,0
7558.41,credit_card,INSUFFICIENT_FUNDS,2,7,3,14611.51,53,272,41,17,0,VIP,0.8083,0
4156.81,credit_card,EXPIRED_CARD,1,9,1,18188.73,37,118,3,4,0,VIP,0.1624,1
4962.9,upi,TRANSIENT_FAILURE,1,13,3,26973.28,35,261,29,1,4,STANDARD,0.0532,0
4412.36,debit_card,INSUFFICIENT_FUNDS,2,14,2,14812.63,46,363,37,18,1,STANDARD,0.6496,1
2360.05,debit_card,INSUFFICIENT_FUNDS,2,13,2,16802.68,15,215,44,13,3,ENTERPRISE,0.5407,1
1322.74,net_banking,INSUFFICIENT_FUNDS,2,7,0,6961.71,5,163,5,1,0,STANDARD,0.6192,0
1374.17,debit_card,TRANSIENT_FAILURE,1,10,1,18474.83,47,73,31,9,5,STANDARD,0.1621,0
4797.84,credit_card,INSUFFICIENT_FUNDS,2,19,2,17765.83,43,99,30,22,5,STANDARD,0.7687,1
3642.59,debit_card,INSUFFICIENT_FUNDS,2,13,2,26449.08,59,335,25,6,4,STANDARD,0.6169,0
3277.19,credit_card,EXPIRED_CARD,1,13,1,12985.77,23,56,26,16,3,STANDARD,0.2699,1
3900.56,debit_card,TRANSIENT_FAILURE,1,13,1,19593.56,18,140,43,7,2,VIP,0.1259,1
5417.47,credit_card,TRANSIENT_FAILURE,1,8,3,19901.11,50,317,16,7,0,STANDARD,0.2986,1
5028.88,debit_card,TRANSIENT_FAILURE,1,10,0,23519.71,34,212,40,13,0,STANDARD,0.3014,1
589.81,upi,TRANSIENT_FAILURE,2,13,0,8511.13,43,215,2,1,2,ENTERPRISE,0.0276,1
1778.64,credit_card,EXPIRED_CARD,1,9,4,9219.87,4,344,29,23,4,STANDARD,0.2647,0
1272.68,credit_card,INSUFFICIENT_FUNDS,1,13,0,15138.87,2,228,38,19,3,STANDARD,0.7062,0
2904.47,debit_card,INSUFFICIENT_FUNDS,1,10,5,17910.94,49,200,7,14,0,VIP,0.3867,1
421.84,upi,INSUFFICIENT_FUNDS,1,11,1,6849.76,41,97,10,3,0,VIP,0.426,1
5231.03,debit_card,INSUFFICIENT_FUNDS,1,10,2,16175.85,38,240,36,0,0,VIP,0.7713,0
594.24,credit_card,TRANSIENT_FAILURE,1,13,1,16643.48,35,361,7,21,0,STANDARD,0.1734,0
1308.22,credit_card,INSUFFICIENT_FUNDS,2,14,3,16798.2,5,47,18,23,6,STANDARD,0.8464,0
5543.34,net_banking,EXPIRED_CARD,3,10,1,15072.71,10,47,20,18,5,STANDARD,0.5917,0
385.28,upi,FRAUD_SUSPECTED,1,10,2,13726.82,17,192,38,2,1,STANDARD,1.0,0
3977.9,net_banking,INSUFFICIENT_FUNDS,1,11,1,25161.41,11,3,27,16,2,STANDARD,0.4894,0
9241.67,debit_card,INSUFFICIENT_FUNDS,1,14,1,26692.3,35,343,44,13,5,STANDARD,0.4807,0
3564.85,debit_card,INSUFFICIENT_FUNDS,2,16,1,25705.55,51,355,43,5,5,STANDARD,0.8142,0
4564.78,credit_card,TRANSIENT_FAILURE,1,13,3,24668.2,31,265,3,21,4,STANDARD,0.1508,0
5700.25,debit_card,INSUFFICIENT_FUNDS,1,12,0,24236.38,53,133,40,16,5,VIP,0.3045,1
1079.71,upi,TRANSIENT_FAILURE,2,13,0,19844.53,16,92,18,19,1,VIP,0.1872,1
3244.29,credit_card,INVALID_REQUEST,3,14,2,14903.16,35,145,40,16,1,ENTERPRISE,0.8616,0
1493.94,credit_card,TRANSIENT_FAILURE,3,11,3,13618.61,33,12,40,5,5,STANDARD,0.2981,1
1204.53,upi,TRANSIENT_FAILURE,1,4,1,5718.19,32,85,25,11,2,VIP,0.0896,1
948.15,debit_card,INSUFFICIENT_FUNDS,2,7,2,4648.91,29,299,17,10,6,VIP,0.5588,0
3281.8,upi,INSUFFICIENT_FUNDS,2,10,4,13928.99,48,243,14,0,2,STANDARD,0.5781,1
5738.63,upi,EXPIRED_CARD,1,9,0,20614.67,57,80,21,2,1,VIP,0.0684,1
7503.03,debit_card,TRANSIENT_FAILURE,4,17,3,34184.3,59,107,38,15,2,STANDARD,0.493,0
2158.74,credit_card,INSUFFICIENT_FUNDS,1,11,1,14818.16,48,200,8,22,1,STANDARD,0.5385,1
1833.27,upi,INSUFFICIENT_FUNDS,2,9,2,16065.03,1,292,31,14,0,STANDARD,0.7087,0
4268.87,upi,INSUFFICIENT_FUNDS,1,10,2,10437.09,52,178,38,10,1,VIP,0.5218,0
5505.17,credit_card,TRANSIENT_FAILURE,1,9,2,15525.75,34,189,41,10,5,STANDARD,0.3727,0
1222.41,debit_card,EXPIRED_CARD,1,6,4,10777.19,11,319,44,7,4,STANDARD,0.3829,0
1434.84,credit_card,TRANSIENT_FAILURE,2,18,3,21623.17,36,209,26,11,6,STANDARD,0.1906,1
2867.94,debit_card,TRANSIENT_FAILURE,3,11,2,12343.36,55,24,19,12,3,VIP,0.2504,1
2256.88,credit_card,EXPIRED_CARD,2,15,3,26852.0,10,83,25,10,4,STANDARD,0.3702,1
4482.09,credit_card,TRANSIENT_FAILURE,1,13,4,13422.4,9,351,12,0,0,STANDARD,0.0666,1
